KODE,NAMA_BAHAN,KATEGORI,SUMBER,AIR_g,ENERGI_kal,PROTEIN_g,LEMAK_g,KH_g,SERAT_g,ABU_g,KALSIUM_mg,FOSFOR_mg,BESI_mg,NATRIUM_mg,KALIUM_mg,TEMBAGA_mg,SENG_mg,RETINOL_mcg,BKAROTEN_mcg,KARTOTAL_mcg,THIAMIN_mg,RIBOFLAVIN_mg,NIASIN_mg,VIT_C_mg,BDD_pct
CP015,Ampas kacang hijau,Kacang & Biji,KZGPI- 1990,70.6,96,3.7,0.6,19.1,2.7,0.6,133,150,1.3,,,,,,,,0.05,,,100,
CP016,"Ampas tahu, mentah",Kacang & Biji,KZGPI- 1990,84.1,67,5.0,2.1,8.1,4.1,0.6,460,88,1.0,,,0.17,,0.5,0,,0.06,,,100,
CP017,Ampas tahu kukus,Kacang & Biji,KZGPI- 1990,82.5,75,4.1,2.1,10.7,5.1,0.6,203,60,1.3,,,,,,0,,0.07,,,100,
CP018,"Ampas tahu, kering",Kacang & Biji,DABM-1964,9.0,414,26.6,18.3,41.3,0.0,5.8,19,29,4.0,,,0.99,,2.8,24,,0.20,,,100,
CP019,Pepea oncom ampas tahu,Kacang & Biji,KZGPI- 1990,80.9,76,5.2,1.8,10.6,2.2,1.5,215,66,12.5,,,,,,,,0.11,,,100,
CP020,Bungkil biji karet,Kacang & Biji,DABM-1964,12.0,333,29.3,3.3,50.0,,29.4,102,660,12.0,,,,,,,,0.10,,,100,
CP021,Bungkil kacang tanah,Kacang & Biji,DABM-1964,14.0,336,37.4,13.0,30.5,,33.1,730,470,30.7,,,,,,,,0.04,,,100,
CP022,Bungkil kelapa,Kacang & Biji,DABM-1964,16.0,368,23.0,15.0,40.0,,38.0,137,433,41.5,,,,,,,,0.00,,,100,
CP023,Dodol banjarmasin,Kacang & Biji,KZGMI-2001,17.3,368,2.6,8.6,70.0,0.5,1.5,51,180,3.3,,,0.40,,2.6,0,,0.04,,,100,
CP024,Emping (kerupuk melinjo),Kacang & Biji,DABM-1964,13.0,345,12.0,1.5,71.5,,28. 0,100,400,5.0,,,,,,,,0.20,,,100,
CP025,Emping komak,Kacang & Biji,KZGMI-2001,14.2,355,17.8,4.6,60.7,,2.7,87,304,4.3,,,1.00,,2.3,0,,,,,100,
CP026,Enting-enting gepuk hello kity,Kacang & Biji,KZGPI- 1990,2.4,538,13.6,30.3,52.6,0.2,1.0,81,248,1.6,,,,,,,,1.00,,,100,
CP027,Enting-enting gepuk kacang tanah,Kacang & Biji,KZGPI- 1990,4.2,524,13.3,29.2,52.0,0.2,1.4,76,248,1.4,,,,,,,,0.62,,,100,
CP028,Enting-enting wijen,Kacang & Biji,KZGPI- 1990,3.7,565,18.2,38.4,36.8,1.9,3.0,251,502,10.9,,,,,,,,0.92,,,100,
CP029,Geplak,Kacang & Biji,KZGMI-2001,29.6,350,1.4,14.4,53.6,1.8,1.0,151,43,2.1,,,,,,,,0.12,,,100,
CP030,Geplak jahe,Kacang & Biji,KZGMI-2001,12.4,462,3.1,24.4,57.7,3.3,2.5,212,161,6.6,,,,,,,,0.12,,,100,
CP031,Kacang atom,Kacang & Biji,KZGPI- 1990,3.1,533,27.8,38.1,28.8,2.5,2.2,87,423,3.0,,,,,,,,0.06,,,100,
CP032,Kacang goyang,Kacang & Biji,KZGMI-2001,8.3,516,14.7,31.1,44.4,,1.5,34,230,0.7,,,0.60,,1.7,,,,,,100,
CP033,Kacang negara,Kacang & Biji,KZGMI-2001,3.1,480,18.4,19.1,58.5,11.7,0.9,34,404,10.3,,,2.50,,7.1,,,0.63,,,100,
CP034,Kacang sukro,Kacang & Biji,KZGPI- 1990,4.7,484,8.8,26.1,57.7,1.8,2.7,49,194,2.5,,,,,,,,0.06,,,100,
CP035,Kacang tanah sari,Kacang & Biji,KZGPI- 1990,2.1,561,25.5,43.8,26.0,2.2,2.6,50,324,3.1,,,,,,,,0.08,,,100,
CP036,Keju kacang tanah (peanut butter),Kacang & Biji,DABM-1964,3.0,590,27.0,49.0,20.9,1.6,0.1,60,360,2.0,,,0.57,,2.7,0,,0.30,,,100,
CP037,Kembang tahu,Kacang & Biji,KZGPI- 1990,10.8,380,48.9,13.8,23.3,0.0,3.2,378,781,2.1,,,0.68,,4.2,0,,0.15,,,100,
CP038,Kembang tahu rebus,Kacang & Biji,KZGPI- 1990,79.8,90,10.7,4.0,4.7,,0.8,85,,,,,,,,,,,,,,
CP039,Keripik oncom,Kacang & Biji,KZGPI- 1990,3.0,598,8.3,43.8,42.6,3.3,2.2,85,153,27.0,,,,,,,1608.0,,,,,0
CP040,Keripik tempe,Kacang & Biji,KZGPI- 1990,3.3,581,12.1,40.6,41.7,2.2,2.3,237,116,6.9,,,,,,,320.0,,,,,0
CP041,Keripik tempe abadi besar,Kacang & Biji,KZGPI- 1990,4.5,556,15.8,37.1,39.8,3.5,2.8,112,215,5.4,,,,,,,0.0,,,,,0
CP042,Keripik tempe abadi murni,Kacang & Biji,KZGPI- 1990,3.2,542,40.3,42.4,11.6,2.2,2.7,175,529,5.2,,,,,,,50.0,,,,,0
CP043,Keripik tempe abadi sedang,Kacang & Biji,KZGPI- 1990,4.4,510,12.3,27.9,52.4,3.6,3.1,122,211,8.4,,,,,,,0.0,,,,,0
CP044,Keripik tempe abadi telur,Kacang & Biji,KZGPI- 1990,4.5,529,20.8,31.7,40.2,3.0,2.9,124,222,5.4,,,,,,,0.0,,,,,0
CP045,Kerupik tempe abadi prima,Kacang & Biji,KZGPI- 1990,4.8,540,16.7,33.9,42.0,2.2,2.6,92,184,3.2,,,,,,,1080.0,,,,,0
CP046,Kwaci,Kacang & Biji,DABM-1964,9.9,515,30.6,42.1,13.8,13.6,3.7,54,312,6.2,,124,,,,0,,,,,,0
CP047,Melinjo emping tebal goreng manis,Kacang & Biji,KZGPI- 1990,5.6,439,10.0,16.4,65.7,,2.3,66,225,,,,,,,,0.0,,,,,0
CP048,"Melinjo emping tebal, goreng asin",Kacang & Biji,KZGPI- 1990,8.0,431,11.1,16.2,63.0,,1.6,77,,,,,,,,,0.0,,,,,0
CP049,Melinjo emping tipis goreng,Kacang & Biji,KZGPI- 1990,3.3,485,11.5,24.5,59.1,,1.5,85,218,,,,,,,,0.0,,,,,0
CP050,Moon tahu,Kacang & Biji,KZGMS-1993,79.9,128,8.0,10.0,1.3,0.2,0.8,205,92,2.5,,393,,,,131,5300.0,,,,,0
CP051,Oncom,Kacang & Biji,DABM-1964,57.0,187,13.0,6.0,22.6,,1.4,96,115,27.0,,,,,,0,,,,,,0
CP052,Oncom ampas kacang hijau,Kacang & Biji,KZGPI- 1990,13.4,376,14.9,6.0,65.7,12.3,1.7,199,110,10.9,,,,,,,,,,,,
CP053,Oncom kacang hijau + singkong,Kacang & Biji,KZGPI- 1990,16.5,351,11.0,5.3,65.9,9.0,1.3,164,113,7.8,,,,,,,,,,,,
CP054,Oncom kacang tanah pepes,Kacang & Biji,KZGPI- 1990,65.0,132,12.7,3.8,13.7,3.1,4.8,133,355,34.4,,,,,,,10.0,,,,,0
CP055,Rempeyek kacang tanah,Kacang & Biji,KZGPI- 1990,3.9,513,17.5,32.5,44.3,1.7,1.8,65,202,2.6,,,,,,,0.0,,,,,0
CP056,Rempeyek kacang tolo,Kacang & Biji,KZGPI- 1990,6.1,451,11.2,20.2,59.7,1.8,2.8,156,221,4.6,,,,,,,0.0,,,,,0
CP057,Rempeyek kacang uci,Kacang & Biji,KZGPI- 1990,4.0,497,17.0,27.6,50.8,2.4,3.4,166,89,6.7,,,,,,,0.0,,,,,0
CP058,Sayur lebui,Kacang & Biji,KZGMI-2001,83.9,64,2.1,0.6,12.5,5.7,0.9,21,2,1.0,,124,,,,,,,,,,
CP059,"Saridele, bubuk",Kacang & Biji,DABM-1964,3.0,344,30.0,20.0,43.0,6.2,4.0,450,500,4.0,,56,,,,,2000.0,,,,,10
CP060,Susu kedelai,Kacang & Biji,DABM-1964,87.0,41,3.5,2.5,5.0,0.2,2.0,50,45,0.7,,128,,,,,200.0,,,,,2
CP061,"Tahu, mentah",Kacang & Biji,KZGPI- 1990,82.2,80,10.9,4.7,0.8,0.1,1.4,223,183,3.4,,2,,,,,,,,,,
CP062,Tahu goreng,Kacang & Biji,KZGPI- 1990,77.3,115,9.7,8.5,2.5,0.1,2.0,229,200,4.1,,7,,,,,0.0,,,,,0
CP063,Tahu telur,Kacang & Biji,KZGMS- 1993,41.8,328,12.6,19.9,24.6,0.4,1.1,492,238,4.9,,755,,,,73,1860.0,,,,,0
CP064,Takwa,Kacang & Biji,KZGPI- 1990,72.2,148,13.8,8.5,4.0,0.0,1.6,140,214,8.5,,3,,,,,920.0,,,,,
CP065,Tauco,Kacang & Biji,KZGPI- 1990,54.0,184,11.4,5.5,22.2,1.9,6.9,72,463,6.0,,1766,,,,,664.0,,,,,0
CP066,"Tauco cap beruang, cake",Kacang & Biji,KZGPI- 1990,11.4,347,7.4,5.2,67.6,3.2,8.4,63,106,6.2,,,,,,,936.0,,,,,0
CP067,"Tauco cap DAS, cake",Kacang & Biji,KZGPI- 1990,10.2,358,7.5,4.3,70.4,3.1,7.6,94,94,4.5,,,,,,,504.0,,,,,0
CP068,Tauco cap meong,Kacang & Biji,KZGPI- 1990,59.7,159,7.4,4.9,21.3,1.6,6.7,183,84,10.1,,1547,,,,,472.0,,,,,0
CP069,Tauji cap singa,Kacang & Biji,KZGPI- 1990,30.4,277,9.1,4.7,49.6,1.2,6.2,68,106,3.0,,,,,,,936.0,,,,,0
CP070,Tempe bongkrek,Kacang & Biji,DABM-1964,72.5,119,4.4,3.5,18.3,,146 .3,27,100,2.6,,,,,,0,,,,,,0
CP071,Tempe gembus P3G,Kacang & Biji,KZGPI- 1990,81.9,73,5.7,1.3,10.3,4.2,0.8,204,80,1.5,,,,,,,22.0,,,,,
CP072,Tempe gembus yogya,Kacang & Biji,KZGPI- 1990,80.7,76,6.8,0.7,10.6,5.3,1.1,76,142,16.5,,,,,,,,,,,,
CP073,Tempe kacang babi,Kacang & Biji,KZGPI- 1990,64.0,139,12.5,0.8,21.9,1.8,1.2,68,182,2.6,,,,,,,20.0,,,,,
CP074,Tempe kacang belimbing,Kacang & Biji,KZGPI- 1990,58.2,212,17.5,10.0,12.9,2.9,1.4,186,160,2.2,,,,,,,,,,,,
CP075,Tempe kedelai + jagung,Kacang & Biji,KZGPI- 1990,70.6,143,12.0,5.5,11.4,1.9,0.6,155,156,6.8,,,,,,,1320.0,,,,,
CP076,"Tempe kedelai murni, goreng",Kacang & Biji,KZGPI- 1990,36.8,350,24.5,26.6,10.4,4.2,1.8,202,296,4.9,,22,,,,,78.0,,,,,0
CP077,"Tempe kedelai murni, mentah",Kacang & Biji,KZGPI- 1990,55.3,201,20.8,8.8,13.5,1.4,1.6,155,326,4.0,,9,,,,,,,,,,
CP078,Tempe koro benguk,Kacang & Biji,DABM-1964,64.0,141,10.2,1.3,23.2,,1.3,42,15,2.6,,,,,,0,,,,,,0
CP079,Tempe lamtoro,Kacang & Biji,KZGPI- 1990,66.8,128,10.7,0.5,21.3,7.1,0.7,203,108,0.6,,,,,,,121.0,,,,,2
CP080,"Tempe lamtoro var, gung dengan kulit",Kacang & Biji,KZGPI- 1990,65.1,146,11.7,2.3,19.6,7.6,1.3,128,41,6.8,,,,,,,1370.0,,,,,
CP081,"Tempe lamtoro var, gung tanpa kulit",Kacang & Biji,KZGPI- 1990,67.1,131,18.0,0.8,13.0,1.3,1.1,95,154,12.4,,,,,,,5900.0,,,,,
CP082,Tempe pasar,Kacang & Biji,KZGPI- 1990,68.3,150,14.0,7.7,9.1,1.4,0.9,517,202,1.5,,7,,,,,,,,,,
CP083,Tempe pasar goreng,Kacang & Biji,KZGPI- 1990,42.9,336,20.0,28.0,7.8,3.4,1.3,156,350,3.0,,20,,,,,10.0,,,,,0
CP084,Tepung hunkwe (pati kacang ijo),Kacang & Biji,DABM-1964,10.0,364,4.5,1.0,83.5,16.1,1.0,50,100,1.0,,15,,,,0,,,,,,0
CP085,Tepung Jalejo,Kacang & Biji,BKP,10.0,388,19.0,7.5,61.2,5.8,2.3,101,663,2.0,,3,,,,,0,,,,,9
CP086,Tepung kacang kedelai,Kacang & Biji,DABM-1964,9.0,347,35.9,20.6,29.9,5.8,4.0,195,544,8.4,,52,,,,,140.0,,,,,0
DR001,"Akar tonjong, segar",Sayuran,KZGPI-1990,86.7,45,1.1,0.4,10.8,1.2,1.0,72,125,1.3,,96,,,,,83,,,,,2
DR002,"Ale,toge, segar",Sayuran,KZGPI-1990,90.6,37,4.4,0.5,3.8,1.7,0.7,50,248,2.0,,2,,,,,0,,,,,46
DR003,"Andaliman, segar",Sayuran,KZGPI-1990,74.2,99,4.6,1.0,18.0,8.5,2.2,383,107,2.9,,,,,,,,,,,,15
DR004,"Andewi, segar",Sayuran,DABM-1964,91.8,226,1.6,0.2,5.3,4.1,1.1,33,66,1.0,,29,,,,,1717,,,,,10
DR005,"Bakung, segar",Sayuran,KZGMI-2001,92.5,27,2.0,0.2,4.2,3.8,1.1,19,20,0.5,,37,,,,,1080,,,,,42
DR006,"Baligo, segar",Sayuran,DABM-1964,96.1,15,0.4,0.2,3.0,0.4,0.3,19,19,0.4,,2,,,,,0,,,,,13
DR007,"Bawang bombay, segar",Sayuran,DABM-1964,87.5,43,1.4,0.2,10.3,2.0,0.6,32,44,0.5,,12,,,,,788,,,,,9
DR008,"Bayam, segar",Sayuran,KZGPI-1990,94.5,16,0.9,0.4,2.9,0.7,1.3,166,76,3.5,,16,,,,,2699,,,,,41
DR009,"Bayam merah, segar",Sayuran,KZGMI-2001,88.5,41,2.2,0.8,6.3,2.2,2.2,520,80,7.0,,20,,,,,7325,,,,,62
DR010,"Bit, segar",Sayuran,DABM-1964,87.6,41,1.6,0.1,9.6,2.6,1.1,27,43,1.0,,29,,,,,0,,,,,10
DR011,Buah kelor,Sayuran,KZGMI-2001,89.5,38,1.5,0.2,7.5,3.2,1.3,30,54,0.0,,48,,,,,31,,,,,25
DR012,Buah merah,Sayuran,KZGMI-2001,81.2,87,2.6,2.7,13.1,4.0,0.4,30,1,1.1,,110,,,,,0,,,,,15
DR013,"Buncis, segar",Sayuran,KZGPI-1990,89.6,34,2.4,0.3,7.2,1.9,0.5,101,42,0.7,,8,,,,,772,,,,,11
DR014,"Bunga pepaya, segar",Sayuran,KZGPI-1990,87.3,45,2.6,0.3,8.1,1.6,1.7,290,113,4.2,,2,,,,,2792,,,,,23
DR015,"Bunga turi, segar",Sayuran,BKP,90.4,42,2.0,1.1,6.1,3.3,0.4,28,23,0.8,,29,,,,,1200,,,,,1
DR016,"Caisin, segar",Sayuran,KZGPI-1990,93.6,20,1.7,0.4,3.4,1.2,0.9,123,40,1.9,,18,,,,,1675,,,,,3
DR017,"Daun bangun-bangun, segar",Sayuran,KZGPI-1990,92.5,27,1.3,0.6,4.0,1.0,1.6,279,40,13.6,,4,,,,,1489,,,,,5
DR018,"Daun bawang merah, segar",Sayuran,KZGMI-2001,89.1,41,2.0,0.3,7.8,2.1,0.8,60,40,2.3,,30,,,,,218,,,,,11
DR019,"Daun bebuas, segar",Sayuran,KZGPI-1990,87.9,41,2.7,1.0,7.3,2.1,1.1,29,245,1.5,,,,,,,,,,,,3
DR020,"Daun belem, segar",Sayuran,KZGPI-1990,84.6,50,4.4,1.4,7.8,1.9,1.8,698,151,7.5,,,,,,,,,,,,21
DR021,"Daun bluntas, segar",Sayuran,DABM-1964,86.0,44,1.8,0.5,9.4,,2.3,256,49,5.6,,,,,,,,,,,,30
DR022,"Daun gandaria, segar",Sayuran,DABM-1964,81.0,63,3.1,0.3,14.0,2.1,1.6,40,45,4.7,,3,,,,,503,,,,,61
DR023,"Daun gedi besar, segar",Sayuran,KZGMI-2001,84.0,58,2.9,0.7,10.0,3.3,2.4,440,100,1.9,,30,,,,,596,,,,,11
DR024,"Daun gedi kecil, segar",Sayuran,KZGMI-2001,83.7,61,3.2,0.7,10.4,3.4,2.0,420,70,1.7,,20,,,,,607,,,,,11
DR025,"Daun gelang, segar",Sayuran,KZGPI-1990,90.3,30,1.3,0.7,5.8,1.3,1.9,350,210,11.9,,5,,,,,4701,,,,,1
DR026,"Daun gunda bali, segar",Sayuran,KZGPI-1990,86.4,50,4.6,0.9,7.0,1.4,1.1,167,62,0.5,,,,,,,,,,,,20
DR027,"Daun gunda serang, segar",Sayuran,KZGPI-1990,84.6,62,4.2,0.9,9.2,1.3,1.1,171,64,0.6,,,,,,,,,,,,20
DR028,"Daun jambu mete muda, segar",Sayuran,DABM-1964,78.0,78,4.6,0.5,16.2,3.0,0.7,33,64,8.9,,14,,,,,4484,,,,,65
DR029,"Daun jampang, segar",Sayuran,KZGPI-1990,88.9,34,3.8,0.5,5.3,1.4,1.5,21,245,1.0,,,,,,,,,,,,3
DR030,"Daun jawaw seluang, segar",Sayuran,KZGMI-2001,77.2,93,5.0,1.3,15.3,3.9,1.2,146,103,5.3,,2,,,,,,,,,,9
DR031,"Daun jonghe, segar",Sayuran,KZGPI-1990,91.4,27,2.1,0.7,4.4,2.0,1.4,253,192,9.5,,,,,,,,,,,,1
DR032,"Daun kacang ma, segar",Sayuran,KZGPI-1990,89.1,36,2.9,0.6,6.8,1.8,0.6,64,220,2.2,,7,,,,,2893,,,,,4
DR033,"Daun kacang panjang, segar",Sayuran,KZGPI-1990,89.7,30,3.1,0.3,5.8,1.7,1.1,200,66,4.5,,7,,,,,2734,,,,,30
DR034,"Daun kasbi/singkong karet, segar",Sayuran,KZGMI-2001,80.3,92,4.0,3.6,10.9,5.8,1.2,140,70,1.6,,70,,,,,9999,,,,,74
DR035,"Daun katuk, segar",Sayuran,KZGPI-1990,81.0,59,6.4,1.0,9.9,1.5,1.7,233,98,3.5,,21,,,,,9152,,,,,16 4
DR036,"Daun kecipir, segar",Sayuran,DABM-1964,85.0,52,5.0,0.5,8.5,,1.0,134,81,6.2,,6,,,,,3981,,,,,29
DR037,"Daun kedondong, segar",Sayuran,DABM-1964,81.0,59,3.5,0.3,13.4,10.7,1.8,540,82,6.2,,12,,,,,1624,,,,,29
DR038,"Daun kelor, segar",Sayuran,KZGMI-2001,75.5,92,5.1,1.6,14.3,8.2,3.5,1077,76,6.0,,61,,,,,3266,,,,,22
DR039,"Daun kemang, segar",Sayuran,DABM-1964,85.0,43,5.5,0.3,7.5,8.4,1.7,35,106,1.0,,10,,,,,1282,,,,,30
DR040,"Daun kenikir, segar",Sayuran,BKP,87.6,45,3.7,0.5,6.6,5.8,1.7,328,65,2.7,,6,,,,,30200,,,,,0
DR041,"Daun kesum, segar",Sayuran,KZGPI-1990,84.8,48,4.5,0.8,9.1,1.6,0.8,125,142,2.6,,11,,,,,4216,,,,,4
DR042,"Daun kol sawi, segar",Sayuran,KZGPI-1990,93.1,22,2.1,0.5,3.6,0.9,0.7,200,92,3.2,,19,,,,,1806,,,,,3
DR043,"Daun koro, segar",Sayuran,DABM-1964,91.0,23,3.0,0.3,3.7,,2.0,134,81,6.2,,4,,,,,2386,,,,,29
DR044,"Daun kubis, segar",Sayuran,KZGMI-2001,86.2,51,2.5,1.1,8.0,3.4,2.2,100,50,3.4,,50,,,,,9999,,,,,16
DR045,"Daun kumak, segar",Sayuran,KZGPI-1990,95.2,14,1.3,0.3,2.3,0.9,0.9,90,59,2.7,,2,,,,,1274,,,,,3
DR046,"Daun labu siam, segar",Sayuran,DABM-1964,89.7,34,4.0,0.4,4.7,3.5,1.2,58,70,2.5,,16,,,,,4773,,,0.40,1.7,
DR047,"Daun labu waluh/kuning, segar",Sayuran,DABM-1964,89.7,34,3.6,0.6,4.5,2.9,1.6,138,99,3.7,,16,,,,,1258,,,0.20,1.3,
DR048,"Daun lamtoro, segar",Sayuran,KZGPI-1990,74.0,87,8.3,1.8,14.4,3.3,1.5,725,174,3.9,,10,,,,,6900,,,0.10,2.3,
DR049,"Daun leilem, segar",Sayuran,KZGMI-2001,79.4,76,2.8,0.2,15.8,3.1,1.8,296,22,3.4,,6,,,,,753,,,0.10,2.5,
DR050,"Daun leunca, segar",Sayuran,DABM-1964,85.0,49,4.7,0.5,8.1,,1.7,210,80,6.1,,,,,,,,,,,,
DR051,"Daun lobak, segar",Sayuran,DKBM-1964,90.0,30,2.3,0.4,5.8,3.2,1.4,140,33,3.7,,16,,,,,5039,,,1.10,6.5,
DR052,"Daun lompong talas, segar",Sayuran,DABM-1964,87.2,44,3.0,0.8,7.4,3.3,1.6,76,59,1.0,,3,,,,,2584,,,0.40,1.4,
DR053,"Daun mangkokan, segar",Sayuran,DABM-1964,82.0,57,3.7,0.3,11.8,,2.2,474,49,4.0,,,,,,,,,,,,
DR054,"Daun matel ambon, segar",Sayuran,KZGPI-1990,77.1,71,6.8,1.6,11.5,4.6,3.0,93,95,10.2,,,,,,,,,,,,
DR055,"Daun melinjo, segar",Sayuran,DABM-1964,70.8,104,5.0,1.3,21.3,10.3,1.6,219,82,4.2,,12,,,,,823,,,,,
DR056,"Daun mengkudu, segar",Sayuran,KZGPI-1990,80.9,65,4.0,1.7,11.4,3.9,2.0,296,40,6.9,,,,,,,2,,,0.10,5.7,
DR057,"Daun ndusuk, segar",Sayuran,KZGMI-2001,56.0,166,1.7,0.5,38.8,10.7,3.0,40,20,1.8,,40,,,,,14457,,,0.10,0.1,
DR058,"Daun oyong, segar",Sayuran,DABM-1964,93.0,22,1.0,0.1,5.3,2.0,0.6,21,44,2.0,,40,,,,,855,,,0.10,0.8,
DR059,"Daun pakis, segar",Sayuran,KZGPI-1990,86.8,39,4.5,0.4,6.9,2.0,1.4,136,159,2.3,,20,,,,,1625,,,0.10,0.5,
DR060,"Daun pakis longgiho, segar",Sayuran,KZGMI-2001,89.5,54,2.2,3.6,3.1,2.1,1.6,40,80,0.7,,70,,,,,168,,,0.30,0.2,
DR061,"Daun pakis wambateu, segar",Sayuran,KZGMI-2001,86.9,53,3.4,1.2,7.2,4.8,1.3,30,100,0.3,,20,,,,,191,,,0.20,0.3,
DR062,"Daun paku, segar",Sayuran,KZGMI-2001,88.8,29,3.4,0.1,6.5,4.3,1.2,13,88,1.3,,19,,,,,18,,,0.10,11.7,
DR063,"Daun pangi,segar",Sayuran,KZGMI-2001,76.1,104,3.9,0.6,17.9,8.3,1.5,256,22,1.8,,4,,,,,55,,,0.10,0.1,
DR064,"Daun pare, segar",Sayuran,KZGMI-2001,87.3,49,2.7,1.0,8.4,3.0,1.6,217,70,3.3,,7,,,,,1800,,,0.20,0.6,
DR065,"Daun pepaya, segar",Sayuran,DABM-1964,75.4,87,8.0,2.0,11.9,1.5,2.7,353,63,0.8,,4,,,,,5409,,,0.50,1.9,
DR066,"Daun pohpohan, segar",Sayuran,KZGPI-1990,87.4,37,2.5,0.8,6.9,2.6,2.4,744,80,5.9,,,,,,,,,,,,
DR067,"Daun selasih, segar",Sayuran,KZGMI-2001,83.1,62,4.0,0.5,10.5,5.3,1.9,122,16,13.9,,3,,,,,4112,,,0.10,0.2,
DR068,"Daun semanggi, segar",Sayuran,KZGPI-1990,84.7,45,4.4,0.5,8.5,1.9,1.9,98,90,7.0,,64,,,,,64,,,0.50,0.7,
DR069,"Daun simpur, segar",Sayuran,KZGPI-1990,86.2,53,3.2,2.5,7.6,1.6,0.9,228,194,3.5,,,,,,,,,,,,
DR070,"Daun singkil, segar",Sayuran,KZGPI-1990,80.9,68,2.0,1.0,15.2,3.3,0.9,178,86,2.1,,,,,,,,,,,,
DR071,"Daun singkong, segar",Sayuran,KZGPI-1990,84.4,50,6.2,1.1,7.1,2.4,1.2,166,99,1.3,,17,,,,,3204,,,0.10,1.8,
DR072,"Daun singkong ambon, segar",Sayuran,DABM-1964,58.0,144,12.7,1.2,25.2,10.2,2.9,165,54,3.9,,44,,,,,8627,,,1.00,4.2,
DR073,"Daun singkong ampenan, segar",Sayuran,KZGMI-2001,84.4,50,6.2,1.1,7.1,2.4,1.2,352,123,2.7,,49,,,,,7917,,,0.10,1.6,
DR074,"Daun singkong kopang, segar",Sayuran,KZGMI-2001,81.1,74,6.3,0.7,10.7,4.6,1.2,142,115,1.7,,32,,,,,3882,,,0.50,1.9,
DR075,"Daun sintrong, segar",Sayuran,KZGPI-1990,88.5,36,2.6,0.9,6.1,1.7,1.9,398,95,9.3,,64,,,,,10178,,,0.20,0.9,
DR076,"Daun talas, segar",Sayuran,KZGPI-1990,81.1,59,3.0,0.4,13.5,3.0,2.0,236,50,2.4,,4,,,,,3816,,,0.60,2.0,
DR077,"Daun tespong, segar",Sayuran,DABM-1964,81.0,70,2.9,0.3,13.9,2.3,1.9,155,65,2.5,,72,,,,,171,,,0.70,1.4,
DR078,"Daun ubi kuning, segar",Sayuran,KZGMI-2001,83.5,62,3.7,0.3,11.1,6.4,1.4,170,40,0.6,,10,,,,,3564,,,0.30,1.2,
DR079,"Daun ubi merah, segar",Sayuran,KZGPI-1990,84.4,48,3.0,0.3,10.8,1.4,1.5,80,81,6.4,,33,,,,,5453,,,0.20,1.2,
DR080,"Daun ubi putih, segar",Sayuran,KZGMI-2001,87.5,46,2.8,0.2,8.2,4.8,1.3,120,50,0.8,,10,,,,,103,,,0.30,0.9,
DR081,"Daun ubi tinta, segar",Sayuran,KZGMI-2001,85.1,55,1.7,0.1,11.9,7.6,1.2,120,40,0.6,,10,,,,,516,,,0.00,0.0,
DR082,"Eceng, segar",Sayuran,DABM-1964,93.0,19,1.0,0.2,3.8,1.8,2.0,80,45,3.7,,45,,,,,7,,,0.10,0.7,
DR083,"Gambas (oyong), segar",Sayuran,DABM-1964,94.5,19,0.8,0.2,4.1,1.3,0.4,19,33,0.9,,23,,,,,17,,,0.00,0.4,
DR084,"Genjer, segar",Sayuran,DABM-1964,90.0,35,1.7,0.2,7.7,2.5,0.4,62,33,2.1,,64,,,,,,,,0.10,1.1,
DR085,"Jagung muda / semi, segar",Sayuran,DABM-1964,89.5,35,2.2,0.1,7.4,1.9,0.8,7,100,0.5,,353,,,,,23,,,0.16,0.9,
DR086,Jamur encik,Sayuran,KZGMI-2001,24.8,296,9.4,1.1,62.0,,2.7,5,277,5.3,,2,,,,,,,,0.10,,
DR087,"Jamur kuping, kering",Sayuran,DABM-1964,14.9,294,16.0,0.9,64.6,46.5,3.6,51,223,6.7,,174,,,,,11,,,0.60,2.7,
DR088,"Jamur kuping, segar",Sayuran,DABM-1964,93.7,21,3.8,0.6,0.9,5.1,1.0,3,94,1.7,,17,,,,,1,,,0.09,0.1,
DR089,"Jamur merang, segar",Sayuran,BKP,91.5,30,3.5,0.2,4.0,2.4,0.8,14,117,1.0,,6,,,,,0,,,0.20,0.5,
DR090,"Jamur tiram, segar",Sayuran,BKP,92.5,30,1.9,0.1,5.5,3.6,0.6,9,83,0.7,,22,,,,,0,,,0.20,1.0,
DR091,Jamur sagu,Sayuran,KZGMI-2001,91.3,48,1.9,3.2,2.8,1.0,0.8,10,90,0.6,,100,,,,,0,,,0.20,6.5,
DR092,"Jantung pisang, segar",Sayuran,DABM-1964,90.2,32,1.2,0.3,7.1,3.2,1.2,30,50,0.1,,3,,,,,201,,,0.03,0.8,
DR093,"Jengkol, segar",Sayuran,KZGMI-2001,52.7,192,5.4,0.3,40.7,1.5,0.9,4,150,0.7,,60,,,,,,,,,,31
DR094,"Jotang, segar",Sayuran,DABM-1964,89.0,34,1.9,0.3,7.1,3.5,1.7,162,41,4.0,,59,,,,,2,,,,,20
DR095,"Kabau, segar",Sayuran,KZGMI-2001,67.2,130,6.7,0.3,25.2,2.9,0.6,4,204,0.5,,1,,,,,165,,,,,16
DR096,"Kacang mekah, polong, segar",Sayuran,KZGPI-1990,93.6,22,1.1,1.0,3.4,1.1,0.9,63,296,1.0,,2,,,,,197,,,,,0
