KODE,NAMA_BAHAN,KATEGORI,SUMBER,AIR_g,ENERGI_kal,PROTEIN_g,LEMAK_g,KH_g,SERAT_g,ABU_g,KALSIUM_mg,FOSFOR_mg,BESI_mg,NATRIUM_mg,KALIUM_mg,TEMBAGA_mg,SENG_mg,RETINOL_mcg,BKAROTEN_mcg,KARTOTAL_mcg,THIAMIN_mg,RIBOFLAVIN_mg,NIASIN_mg,VIT_C_mg,BDD_pct
GP062,"Gete kuah asam, masakan","Ikan, Kerang & Udang",KZGMI-2001,,75,,6.0,3.8,,,0.8,,,,,,,,,,,,,,
GP063,"Gulai asam keueung, masakan","Ikan, Kerang & Udang",KZGMI-2001,,52,,1.8,1.7,,,0.3,,,,,,,,0.18,0.34,,,,,
GP065,"Gulai ikan, masakan","Ikan, Kerang & Udang",KZGMS- 1993,,106,,2.5,2.0,,,4.8,,,,,,,2760.0,0.32,,,,,,
GP064,"Gulai ikan paya, masakan","Ikan, Kerang & Udang",KZGMI-2001,,148,,5.0,3.1,,,0.7,,,,,,,,0.26,0.02,,,,,
GP066,"Gulai keumamah, masakan","Ikan, Kerang & Udang",KGZMI-2001,,110,,3.2,1.3,,,1.0,,,,,,,,0.33,0.04,,,,,
GP067,"Gulai tiram, masakan","Ikan, Kerang & Udang",KZGMI-2001,,132,,7.8,2.9,,,3.7,,,,,,,,0.29,0.12,,,,,
GP068,"Gurame asem manis, masakan","Ikan, Kerang & Udang",KZGPI- 1990,,192,,12.7,2.4,,,1.1,,,,,,,1440.0,0.10,,,,,,
GP069,"Ikan asar merah, masakan","Ikan, Kerang & Udang",KZGMI-2001,,146,,5.6,1.6,,,4.0,,,,,,0,,,,,,,,
GP070,"Jambal goreng, masakan","Ikan, Kerang & Udang",KZGMS- 1993,,286,,2.3,26.6,,,3.3,,,,,,,160.0,0.40,,,,,,
GP071,"Jukku pallu kaloa, masakan","Ikan, Kerang & Udang",KZGMI-2001,,15,,8.8,2.3,,,1.1,,,,,,,,0.30,0.14,,,,,
GP072,"Kaholeo, masakan","Ikan, Kerang & Udang",KZGMI-2001,,413,,29.8,10.5,,,0.0,,,,,,,,1.34,0.03,,,,,
GP073,Lawara penjah,"Ikan, Kerang & Udang",KZGMI-2001,,207,,9.6,2.9,,,5.9,,,,,,38,,0.19,0.04,,,,,
GP074,"Model, masakan","Ikan, Kerang & Udang",KZGMI-2001,,79,,8.6,1.3,,,0.8,,,,,,,,0.16,0.02,,,,,
GP075,"Mujahir acar kuning, masakan","Ikan, Kerang & Udang",KZGPI- 1990,,330,,12.1,4.6,,,5.3,,,,,,,4130.0,0.15,,,,,,
GP076,"Parede baleh, masakan","Ikan, Kerang & Udang",KZGMI-2001,,87,,5.5,1.5,,,0.9,,,,,,,,0.24,0.00,,,,,
GP077,"Pempek adaan, masakan","Ikan, Kerang & Udang",KZGMI-2001,,162,,27.8,1.7,,,1.0,,,,,,,,0.30,0.03,,,,,
GP078,"Pempek belida, masakan","Ikan, Kerang & Udang",KZGPI- 1990,61.4,156,4.2,1.4,31.6,0.2,,,,,3.3,,,,,,,,0.0,,,
GP079,"Pempek kapal selam, masakan","Ikan, Kerang & Udang",KZGMI-2001,63.4,152,4.5,2.3,28.2,,,,,,1.6,,91.0,,,,,,,,,
GP080,"Pempek kelesan, masakan","Ikan, Kerang & Udang",KZGPI- 1990,53.0,211,12.3,6.1,26.6,0.4,,,,,1.8,,,,,,,,888.0,,,
GP081,"Pempek kulit, masakan","Ikan, Kerang & Udang",KZGMI-2001,45.7,243,5.2,7.3,39.1,,,,,,2.0,,102.0,,,,,,,,,
GP082,"Pempek telur, masakan","Ikan, Kerang & Udang",KZGMI-2001,62.4,156,4.7,2.7,28.3,,,,,,1.3,,48.0,,,,,,,,,
GP083,"Pempek tenggiri, masakan","Ikan, Kerang & Udang",KZGPI- 1990,56.3,173,7.2,1.2,33.4,0.2,,,,,3.1,,,,,,,,0.0,,,
GP084,"Pencok lele, masakan","Ikan, Kerang & Udang",KZGPI- 1990,47.5,372,7.8,36.3,3.5,0.0,,,,,5.3,,,,,,,,12070. 0,,,
GP085,Pinda,"Ikan, Kerang & Udang",KZGMI-2001,71.0,107,15.9,0.6,0.4,,,,,,1.9,,330.0,,,,,,,,,
GP086,"Pindang kenari, masakan","Ikan, Kerang & Udang",KZGMI-2001,80.1,124,9.5,9.6,0.0,,,,,,1.3,,270.0,,,,,,,,,
GP087,"Saboko gurita, masakan","Ikan, Kerang & Udang",KZGMI-2001,76.2,87,15.7,1.5,2.6,,,,,,2.1,,180.0,,,,,,,,,
GP088,"Saboko saltan, masakan","Ikan, Kerang & Udang",KZGMI-2001,76.0,113,17.1,3.6,3.0,,,,,,0.5,,350.0,,,,,,,,,
GP089,"Saboko sardin, masakan","Ikan, Kerang & Udang",KZGMI-2001,70.0,110,12.9,4.3,4.9,,,,,,6.0,,280.0,,,,,,,,,
GP090,Sate Bandeng,"Ikan, Kerang & Udang",BKP,47.1,283,12.1,16.8,20.9,2.0,,,,,1.2,,199.0,,,,,,0.0,,,
GP091,"Sepi, masakan","Ikan, Kerang & Udang",KZGMI-2001,66.1,88,7.9,1.6,10.6,,,,,,2.3,,258.0,,,,,,,,,
GP092,"Tekwan, masakan","Ikan, Kerang & Udang",KZGMI-2001,86.7,53,1.9,0.9,9.4,,,,,,1.0,,42.0,,,,,,,,,
GP093,"Teri belado, masakan","Ikan, Kerang & Udang",KZGPI- 1990,25.8,365,23.7,22.3,17.5,0.0,,,,,4.0,,,,,,,,1567.0,,,
GP094,"Tumis bandeng, masakan","Ikan, Kerang & Udang",KZGMI-2001,70.5,189,11.3,15.7,0.6,,,,,,0.4,,280.0,,,,,,,,,
GP095,Tumis keumamah,"Ikan, Kerang & Udang",KGZMI-2001,45.7,300,14.5,20.0,15.5,4.5,,,,,,,,,,,,,,,,
HR001,"Telur ayam kampung, segar",Telur,KZGMI-2001,73.1,174,10.8,14.0,1.2,0.0,68,,,,,,,,1.5,,23,,,0.62,0.2,
HR002,"Telur ayam ras, segar",Telur,KZGPI-1990,74.3,154,12.4,10.8,0.7,0.0,86,,,,,,,,1.0,,22,,,0.38,0.2,
HR003,"Telur ayam ras, bagian kuning, segar",Telur,DABM-1964,49.4,355,16.3,31.9,0.7,0.0,147,,,,,,,,2.5,,63,,,0.51,0.2,
HR004,"Telur aAyam ras, bagian putih, segar",Telur,DABM-1964,87.8,50,10.8,0.0,0.8,0.0,6,,,,,,,,0.4,,0,,,0.26,0.4,
HR005,"Telur bebek alabio, segar",Telur,KZGMI-2001,70.0,187,11.8,14.2,3.0,0.0,60,,,,,,,,1.7,,437,,,0.37,0.1,
HR006,"Telur bebek, bagian kuning, segar",Telur,DABM-1964,47.0,386,17.0,35.0,0.8,0.0,150,,,,,,,,2.5,,747,,,0.68,1.4,
HR007,"Telur bebek, bagian putih, segar",Telur,DABM-1964,88.0,54,11.0,0.0,0.8,0.0,21,,,,,,,,0.1,,0,,,0.02,0.1,
HR008,"Telur bebek tambak, segar",Telur,KZGMI-2001,67.7,187,10.9,12.4,7.9,0.0,64,,,,,,,,1.8,,471,,,0.03,0.1,
HR009,"Telur burung maleo, segar",Telur,KZGMI-2001,36.0,436,26.5,36.3,0.4,,154,,,,,,,,2.9,,,,,1.00,0.2,
HR010,"Telur penyu, segar",Telur,KZGMI-2001,7.4,136,8.6,10.1,2.7,0.0,66,,,,,,,,1.4,,17,,,0.02,0.0,
HR011,"Telur burung puyuh, segar",Telur,FCTEA-1972,79.8,116,10.7,7.0,1.6,0.0,65,,,,,,,,1.2,,80,,,0.65,0.1,
HP001,"Telur ayam, dadar, masakan",Telur,KZGPI-1990,61.9,251,16.3,19.4,1.4,0.0,62,,,,,,,,,,,,,0.00,,
HP002,"Telur bebek, asin, mentah",Telur,DABM- 60/64,66.5,179,13.6,13.3,4.4,0.0,120,,,,,,,,,,13,,,0.98,0.6,
HP003,"Telur bebek, dadar, masakan",Telur,KZGPI-1990,55.1,301,20.0,23.7,0.0,0.0,71,,,,,,,,,,,,,,,
HP004,"Ikan, telur, asin, mentah",Telur,KZGMI-2001,37.8,358,20.7,26.4,9.4,0.0,48,,,,,,,,3.0,,0,,,0.54,2.1,
HP005,"Bayau mi balu, masakan",Telur,KGZMI-2001,36.1,313,6.0,12.2,44.8,,,,,,,,,,,,89,,,0.27,9.7,
HP006,"Cucuru bayau, masakan",Telur,KGZMI-2001,35.0,349,6.8,18.7,38.3,,,,,,,,,,,,123,,,0.25,0.0,
HP007,"Kalio telur, masakan",Telur,KZGMS-1993,79.0,193,10.6,12.4,9.7,,148,,,,,,,,,,,,,,,
JR001,"Kepala susu - krim, segar",Susu,DABM-1964,72.5,204,2.6,20.0,4.0,0.0,,,,,0.1,,,,,,,,,,,1
JR002,Susu ibu - ASI,Susu,FCTEA-1972,88.1,62,1.5,3.2,7.0,0.0,,,,,0.2,,,,0.01,,,,,,,
JR003,"Susu kambing, segar",Susu,DABM-1964,85.9,64,4.3,2.3,6.6,0.0,,,,,2.7,,,,0.33,,,,,,,1
JR004,"Susu kerbau, segar",Susu,DABM-1964,73.8,160,6.3,12.0,7.1,,,,,,0.2,,,,,,,,,,,1
JR005,"Susu kuda, segar",Susu,FCTEA-1972,91.0,40,2.0,1.1,5.4,0.0,,,,,,,,,0.00,,,,,,,
JR006,"Susu sapi, segar",Susu,DABM-1964,88.3,61,3.2,3.5,4.3,0.0,,,,,1.7,,,,0.02,,,,,,,1
JP001,Es krim,Susu,DABM-1964,62.1,210,4.0,12.5,20.6,0.0,,,,,0.1,,,,0.00,,,,,,,1
JP002,Hangop,Susu,DABM-1964,84.0,65,10.0,1.0,3.5,0.0,,,,,0.2,,,,0.00,,,,,,,
JP003,Keju,Susu,DABM-1964,38.5,326,22.8,20.3,13.1,0.0,,,,,1.5,,,,0.03,,,,,,,1
JP004,Kwark (Quark),Susu,DABM-1964,59.0,242,19.0,17.0,3.0,0.0,,,,,0.5,,,,0.01,,,,,,,
JP005,"Susu asam untuk bayi, bubuk",Susu,DABM-1964,2.5,418,19.0,9.0,65.5,0.0,,,,,7.0,,,,0.00,,,,,,,30
JP006,Susu bubuk,Susu,DABM-1964,3.5,513,24.6,30.0,36.2,0.0,,,,,0.6,,,,0.02,,,,,,,6
JP007,Susu kental manis,Susu,DABM-1964,25.0,343,8.2,10.0,55.0,0.0,,,,,0.2,,,,0.02,,,,,,,1
JP008,Susu kental tak manis,Susu,DABM-1964,73.7,138,7.0,7.9,9.9,,,,,,0.2,,,,,,,,,,,1
JP009,"Susu skim, bubuk",Susu,DABM-1964,3.5,359,35.6,1.0,52.0,0.0,,,,,0.6,,,,0.04,,,,,,,7
JP010,"Susu skim, segar",Susu,DABM-1964,90.5,36,3.5,0.1,5.1,,,,,,0.1,,,,,,,,,,,1
JP011,"Yoghurt, segar",Susu,DABM-1964,88.0,52,3.3,2.5,4.0,0.0,,,,,0.1,,,,0.01,,,,,,,0
KR001,"Kelapa setengah tua, daging, segar",Lemak & Minyak,DABM-1964,70.0,180,4.0,15.0,,2.4,,8,1.3,,317.7,,2.9,,,,,,0.1,53,,
KR002,"Kelapa tua, daging, segar",Lemak & Minyak,DABM-1964,46.9,359,3.4,34.7,,4.7,,21,2.0,,293.9,,1.1,0,,,,,0.0,53,,
KR003,Lemak babi (lard),Lemak & Minyak,DABM-1964,0.0,902,0.0,100.0,,0.0,,0,0.0,,0.0,,0.1,0,,,,,0.0,100,,
KR004,Lemak babi (bacon),Lemak & Minyak,DABM-1964,20.0,626,9.1,65.0,,0.0,,13,0.8,,0.0,,0.9,0,,,,,0.0,100,,
KR005,Lemak ikan,Lemak & Minyak,KZGMI-2001,43.3,372,12.0,29.4,,0.0,,20,32.7,,52.0,,1.1,,,,,,,100,,
KR006,Lemak kerbau (lemak sapi),Lemak & Minyak,DABM-1964,5.0,818,1.5,90.0,,0.0,,0,0.0,,25.8,,0.0,0,,,,,0.7,100,,
KR007,"Minyak hiu, hati",Lemak & Minyak,DABM-1964,0.0,902,0.0,100.0,,0.0,,0,0.0,,0.0,,0.0,21212,,,,,0.0,100,,
KR008,Minyak ikan,Lemak & Minyak,DABM-1964,0.0,902,0.0,100.0,,0.0,,0,0.0,,0.0,,0.0,24242,,,,,0.0,100,,
KR009,Minyak kacang tanah,Lemak & Minyak,DABM-1964,0.0,902,0.0,100.0,,0.0,,0,0.0,,0.0,,0.0,0,,,,,0.0,100,,
KR010,Minyak kedelai,Lemak & Minyak,FCTEA-1972,0.1,883,0.0,99.9,,0.0,,0,0.0,,0.1,,0.0,0,,,,,0.0,100,,
KR011,Minyak kelapa,Lemak & Minyak,DABM-1964,0.0,870,1.0,98.0,,0.0,,0,0.0,,0.0,,0.0,0,,,,,0.0,100,,
KR012,Minyak kelapa sawit,Lemak & Minyak,DABM-1964,0.0,884,0.0,100.0,,0.0,,0,0.0,,0.0,,0.0,,,,,,0.0,100,,
KR013,Minyak wijen,Lemak & Minyak,FCTEA-1972,0.1,881,0.2,99.7,,0.0,,10,0.1,,20.0,,0.0,0,,,,,0.1,100,,
KR014,Minyak zaitun,Lemak & Minyak,DABM- 1964,0.0,884,0.0,100.0,,0.0,,14,1.2,,0.0,,0.0,,,,,,5.0,100,,
KP001,Margarin,Lemak & Minyak,DABM-1964,15.5,720,0.6,81.0,,0.0,,20,0.0,,25.9,,0.0,606,,,,,0.0,100,,
KP002,Mentega,Lemak & Minyak,DABM- 1964,16.0,742,0.5,81.6,,0.0,,15,1.1,,103.0,,0.4,1000,,,,,0.0,100,,
KP003,Santan (dengan air),Lemak & Minyak,DABM-1964,80.0,122,2.0,10.0,,1.4,,25,0.1,,162.4,,0.4,0,,,,,0.5,100,,
KP004,Santan murni,Lemak & Minyak,DABM-1964,54.9,324,4.2,34.3,,0.0,,14,1.9,,514.1,,0.9,0,,,,,0.5,100,,
MP001,"Coklat manis, batang","Gula, Sirup & Konfeksioneri",DABM- 1964,1.4,527,2.0,,,4.1,,63,287,2.8,,6,,0.00,,,30.0,0.03,,0,,
MP002,"Coklat pahit,batang","Gula, Sirup & Konfeksioneri",DABM- 1964,2.3,615,5.5,,,10.1,,98,446,4.4,,20,,1.70,,2,60.0,0.05,,0,,
MP003,"Coklat susu, batang","Gula, Sirup & Konfeksioneri",DABM- 1964,1.0,565,9.0,,,1.4,,200,200,2.0,,100,,0.49,,54,30.0,0.08,,0,,
MP004,Coklat bubuk,"Gula, Sirup & Konfeksioneri",DABM- 1964,3.9,311,8.0,,,15.4,,125,715,11.6,,,,,,,30.0,0.12,,,,
MP005,Gula aren,"Gula, Sirup & Konfeksioneri",DABM- 1964,7.0,368,0.0,,,1.0,,75,35,3.0,,15,,0.04,,0,,0.00,,0,,
MP006,Gula kelapa,"Gula, Sirup & Konfeksioneri",DABM- 1964,10.0,386,3.0,,,1.0,,76,37,2.6,,2,,0.00,,0,,0.00,,0,,
MP007,Gula putih,"Gula, Sirup & Konfeksioneri",DABM- 1964,5.4,394,0.0,,,0.6,,5,1,0.1,,1,,0.00,,0,,0.00,,0,,
MP008,"Jam, selai","Gula, Sirup & Konfeksioneri",DABM- 1964,34.0,239,0.5,,,0.4,,20,20,1.0,,30,,0.09,,0,,0.01,,0,,
MP009,Kopi bubuk instant,"Gula, Sirup & Konfeksioneri",FCTEA-1972,2.6,129,12.3,,,9.7,,179,383,5.6,,72,,0.14,,0,0.0,0.00,,0,,
MP010,Madu,"Gula, Sirup & Konfeksioneri",DABM- 1964,20.0,294,0.3,,,0.2,,5,16,0.9,,6,,0.04,,0,,0.00,,4,,
MP011,Markisa squash,"Gula, Sirup & Konfeksioneri",KZGMI-2001,46.7,217,2.5,,,0.2,,6,83,0.6,,14,,0.00,,23,75.0,0.07,,14,,
MP012,"Markisa squash, BD","Gula, Sirup & Konfeksioneri",KZGMI-2001,74.4,104,1.2,,,0.2,,1,88,0.5,,40,,0.00,,7,40.0,0.20,,12,,
MP013,Melase,"Gula, Sirup & Konfeksioneri",DABM- 1964,21.2,276,,,,7.7,,6,83,0.6,,14,,0.00,,0,,0.04,,0,,
MP014,Sirup,"Gula, Sirup & Konfeksioneri",DABM- 1964,44.0,213,0.0,,,1.0,,0,0,0.0,,3,,,,0,,0.00,,,,
MP015,Sirup pirous,"Gula, Sirup & Konfeksioneri",KZGMI-2001,43.3,228,0.2,,,0.2,,470,93,29.5,,3,,,,0,0.0,0.00,,8,,
MP016,Teh hijau daun kering,"Gula, Sirup & Konfeksioneri",FCTEA-1972,7.7,300,28.3,,,5.6,,245,415,18.9,,60,,0.50,,8400,,0.38,,23 0,,
MP017,Teh hitam daun kering,"Gula, Sirup & Konfeksioneri",FCTEA-1972,8.0,293,24.5,,,5.9,,327,313,24.3,,50,,0.00,,2700,,0.07,,9,,
MP018,Teh melati daun kering,"Gula, Sirup & Konfeksioneri",FCTEA-1972,8.1,299,24.1,,,5.3,,320,185,31.6,,70,,0.53,,8400,,0.07,,85,,
NR001,"Asam arang coklat, segar",Bumbu,KZGPI- 1990,66.1,130,0.5,1.1,30.9,1.5,1.4,,,,,,,,,,745,,,0.20,0.0,0
NR002,"Asam arang merah, segar",Bumbu,KZGPI- 1990,75.9,99,0.8,1.6,20.3,2.8,1.4,,,,,,96,,,0.1,529,,,0.34,1.6,0
NR003,"Asan kandis, kering",Bumbu,KZGPI- 1990,32.2,261,0.9,1.6,63.3,5.0,2.0,,,,,,341,,,0.3,0,,,0.00,0.4,0
NR004,"Asam kandis, segar",Bumbu,KZGPI- 1990,81.5,75,0.2,1.1,16.1,3.4,1.1,,,,,,93,,,0.1,41,,,0.00,0.1,0
NR005,"Asam masak pohon, segar",Bumbu,DABM-1964,31.4,267,2.8,0.6,62.5,1.2,2.7,,,,,,139,,,0.1,9,,,0.04,0.7,2
NR006,"Asam payak, segar",Bumbu,KZGPI- 1990,65.1,135,0.8,0.4,32.1,10.0,1.6,,,,,,,,,,,,,,,0
NR007,"Bawang merah, segar",Bumbu,DABM-1964,88.0,46,1.5,0.3,9.2,1.7,1.0,,,,,,179,,,0.2,2,,,0.04,0.2,2
NR008,"Bawang putih, segar",Bumbu,DABM-1964,71.0,112,4.5,0.2,23.1,0.6,1.8,,,,,,666,,,0.4,0,,,0.07,0.3,15
NR009,"Boros kunci, segar",Bumbu,DABM-1964,90.0,40,1.0,0.8,7.2,1.0,1.0,,,,,,480,,,0.3,0,,,0.68,1.7,50
NR010,"Boros laja (lengkuas), segar",Bumbu,DABM-1964,93.0,26,1.0,0.3,4.7,1.1,1.0,,,,,,137,,,0.3,5,,,0.06,0.3,50
NR011,"Cabai gembor merah, segar",Bumbu,KZGPI- 1990,90.8,38,1.6,0.8,6.3,1.6,0.6,,,,,,275,,,0.2,5897,,,0.12,0.0,16
NR012,"Cabai hijau, segar",Bumbu,DABM-1964,93.4,26,0.7,0.3,5.2,2.6,0.4,,,,,,151.0,,,0.2,44,,,0.06,0.4,84
NR013,"Cabai merah, kering",Bumbu,DABM-1964,10.0,367,15.9,6.2,61.8,26.9,6.1,,,,,,181.5,,,1.8,1095 5,,,1.36,4.4,50
NR014,"Cabai merah, segar",Bumbu,DABM-1964,90.9,36,1.0,0.3,7.3,1.4,0.5,,,,,,272.4,,,0.2,5833,,,0.09,3.0,18
NR015,"Cabai rawit, segar",Bumbu,DABM-1964,71.2,120,4.7,2.4,19.9,15.2,1.8,,,,,,706.2,,,0.6,1694,,,0.09,1.7,70
NR016,"Cengkeh, kering",Bumbu,DABM-1964,23.3,330,5.2,8.9,57.4,10.0,5.2,,,,,,961.0,,,0.0,265,,,0.00,0.0,
NR017,"Daun salam, bubuk",Bumbu,FCTEA-1972,13.1,301,14.2,10.9,49.0,9.4,12.8,,,,,,619.0,,,0.7,5400,,,0.32,5.0,0
NR018,"Jahe, segar",Bumbu,DABM-1964,55.0,51,1.5,1.0,10.1,12.0,1.2,,,,,,441.7,,,0.7,0,,,0.17,3.3,4
NR019,Kemiri,Bumbu,DABM-1964,7.0,675,19.0,63.0,8.0,3.0,3.0,,,,,,430.7,,,0.8,0,,,0.06,0.4,0
NR020,"Ketumbar, kering",Bumbu,DABM-1964,11.2,418,14.1,16.1,54.2,12.3,4.4,,,,,,1787.0,,,4.6,75,,,0.35,1.8,0
NR021,Kluwek,Bumbu,DABM-1964,51.0,310,10.0,24.0,13.5,,1.5,,,,,,,,,,,,,,,30
NR022,"Kunyit, segar",Bumbu,DABM-1964,84.9,69,2.0,2.7,9.1,0.6,1.3,,,,,,406.7,,,0.4,12,,,,1,78
NR023,"Merica, kering",Bumbu,DABM-1964,12.9,365,11.5,6.8,64.4,1.0,4.4,,,,,,99.7,,,1.1,0,,,,,100
NR024,"Pala, biji, kering",Bumbu,DABM-1964,14.3,518,7.5,36.4,40.1,3.5,1.7,,,,,,78.7,,,2.0,7,,,,0,95
NP001,Balichong,Bumbu,KZGMI-2001,59.9,152,13.2,0.8,22.9,1.5,3.6,,,,,,310.0,,,1.1,0,,,,,
NP002,Bekasam,Bumbu,KZGMI-2001,65.5,116,11.9,4.9,6.1,3.5,11.6,,,,,,176.0,,,1.9,0,,,,,
NP003,Bekasang,Bumbu,KZGMI-2001,67.1,78,11.4,2.0,3.6,0.4,15.9,,,,,,121.0,,,4.8,,,,,,
NP004,Cuka,Bumbu,DABM-1964,94.5,21,0.1,0.1,5.0,0.0,0.3,,,,,,37.8,,,0.0,0,,,,,100
NP005,Kecap,Bumbu,DABM-1964,63.0,71,5.7,1.3,9.0,0.0,21.0,,,,,,,,,,,,,,0,100
NP006,Petis ikan,Bumbu,DABM-1964,56.0,165,20.0,0.2,20.8,,3.0,,,,,,,,,,,,,,0,100
NP007,Petis udang kering,Bumbu,KZGPI- 1990,8.3,345,23.8,1.4,59.3,0.0,7.1,,,,,,462.8,,,1.9,0,,,,0,100
NP008,Petis udang pasta,Bumbu,DABM-1964,39.0,220,15.0,0.9,38.0,2.3,7.1,,,,,,307.9,,,1.3,0,,,,0,100
NP009,Saos tomat,Bumbu,DABM-1964,69.5,110,2.0,0.4,24.5,0.9,3.6,,,,,,129.6,,,0.3,357,,,,11,100
NP010,Tempoya,Bumbu,KZGMI-2001,70.1,110,1.7,1.3,21.9,2.6,5.0,,,,,,486.3,,,,71,,,,0,100
NP011,Terasi,Bumbu,KZGPI- 1990,33.8,155,22.3,2.9,9.9,2.7,31.1,,,,,,821.4,,,2.4,0,,,,0,100
NP012,Terasi dobo,Bumbu,KZGMI-2001,58.4,191,33.1,3.6,6.6,1.6,11.5,,,,,,1260.0,,,5.0,0,,,,,100
NP013,Terasi merah,Bumbu,DABM-1964,40.0,174,30.0,3.5,5.6,2.2,20.4,,,,,,302.8,,,1.2,0,,,,0,100
QR001,"Kelapa muda, air, segar",Minuman,DABM-1964,95.5,17,0.2,0.1,3.8,0.0,0.4,,,,,,149.0,,,0.1,0,,0.00,0.0,100,
